facility,location,cases,deaths,address,lon,lat
PruittHealth nursing home,"Macon, Ga.",108,12,"PruittHealth nursing home, Macon, Ga.",-83.6324022,32.8406946
Appling Nursing and Rehabilitation Pavilion,"Baxley, Ga.",107,12,"Appling Nursing and Rehabilitation Pavilion, Baxley, Ga.",-82.3484618,31.7782514
Briarwood Health and Rehab Center,"Tucker, Ga.",105,12,"Briarwood Health and Rehab Center, Tucker, Ga.",-84.2171424,33.8545479
Century Villa nursing home,"Inglewood, Calif.",103,12,"Century Villa nursing home, Inglewood, Calif.",-118.3531311,33.9616801
CareOne at Somerset Valley rehabilitation facility,"Bound Brook, N.J.",103,12,"CareOne at Somerset Valley rehabilitation facility, Bound Brook, N.J.",-74.53848889999999,40.56843629999999
Country Villa Pavilion Nursing Center,"Los Angeles, Calif.",102,12,"Country Villa Pavilion Nursing Center, Los Angeles, Calif.",-118.2436849,34.0522342
Midlands Health and Rehabilitation Center,"Columbia, S.C.",101,12,"Midlands Health and Rehabilitation Center, Columbia, S.C.",-81.0348144,34.0007104
Leisure Glen Post Acute Care Center,"Glendale, Calif.",101,12,"Leisure Glen Post Acute Care Center, Glendale, Calif.",-118.255075,34.1425078
The Resort nursing home,"Texas City, Texas",100,12,"The Resort nursing home, Texas City, Texas",-94.9027002,29.383845
Encore Healthcare & Rehabilitation,"Crowley, La.",99,12,"Encore Healthcare & Rehabilitation, Crowley, La.",-92.3745761,30.2140928
Lexington Medical Center Extended Care,"Lexington, S.C.",95,12,"Lexington Medical Center Extended Care, Lexington, S.C.",-81.2362107,33.9815369
Aperion Care rehabilitation center,"Highwood, Ill.",93,12,"Aperion Care rehabilitation center, Highwood, Ill.",-87.80923349999999,42.1997468
Bostick Nursing Center,"Milledgeville, Ga.",91,12,"Bostick Nursing Center, Milledgeville, Ga.",-83.2320991,33.0801429
Chateau De Notre Dame nursing home,"New Orleans, La.",90,12,"Chateau De Notre Dame nursing home, New Orleans, La.",-90.0715323,29.95106579999999
Ridgewood Center nursing home,"Ridgewood, N.J.",89,12,"Ridgewood Center nursing home, Ridgewood, N.J.",-74.11653129999999,40.9792645
ManorCare Health Services Shadyside nursing home,"Pittsburgh, Pa.",89,12,"ManorCare Health Services Shadyside nursing home, Pittsburgh, Pa.",-79.9958864,40.44062479999999
Montgomery Village Health Care Center,"Montgomery Village, Md.",87,12,"Montgomery Village Health Care Center, Montgomery Village, Md.",-77.20360409999999,39.172728
Ashbrook Care and Rehabilitation Center,"Scotch Plains, N.J.",84,12,"Ashbrook Care and Rehabilitation Center, Scotch Plains, N.J.",-74.369018,40.6400404
Fountain Manor Health and Rehabilitation Center,"Miami, Fla.",82,12,"Fountain Manor Health and Rehabilitation Center, Miami, Fla.",-80.1917902,25.7616798
St. James Nursing Center,"Detroit, Mich.",82,12,"St. James Nursing Center, Detroit, Mich.",-83.0457538,42.331427
Richboro Rehabilitation and Nursing Center,"Richboro, Pa.",81,12,"Richboro Rehabilitation and Nursing Center, Richboro, Pa.",-75.0107245,40.2151086
Manatee Springs Rehabilitation and Nursing Center,"East Bradenton, Fla.",79,12,"Manatee Springs Rehabilitation and Nursing Center, East Bradenton, Fla.",-82.5748194,27.4989278
Georgia War Veteran's Home,"Milledgeville, Ga.",79,12,"Georgia War Veteran's Home, Milledgeville, Ga.",-83.2320991,33.0801429
Continental Nursing and Rehabilitation Center,"Chicago, Ill.",78,12,"Continental Nursing and Rehabilitation Center, Chicago, Ill.",-87.6297982,41.8781136
North Arundel Health and Rehabilitation Center,"Glen Burnie, Md.",78,12,"North Arundel Health and Rehabilitation Center, Glen Burnie, Md.",-76.6246886,39.1626084
Metairie HealthCare Center nursing home,"Metairie, La.",78,12,"Metairie HealthCare Center nursing home, Metairie, La.",-90.1528519,29.9840922
River Palms Nursing and Rehabilitation,"New Orleans, La.",74,12,"River Palms Nursing and Rehabilitation, New Orleans, La.",-90.0715323,29.95106579999999
Statesman Health & Rehabilitation Center,"Levittown, Pa.",72,12,"Statesman Health & Rehabilitation Center, Levittown, Pa.",-74.8287747,40.1551096
Cross Roads Care Center nursing home,"Woodstock, Ill.",71,12,"Cross Roads Care Center nursing home, Woodstock, Ill.",-88.44870209999999,42.3147436
South River Healthcare Center nursing home,"Edgewater, Md.",70,12,"South River Healthcare Center nursing home, Edgewater, Md.",-76.5629398,38.94056399999999
Crestwood Manor retirement community,"Whiting, N.J.",69,12,"Crestwood Manor retirement community, Whiting, N.J.",-74.378734,39.9543627
Christus St. Joseph Home,"Monroe, La.",69,12,"Christus St. Joseph Home, Monroe, La.",-92.1193012,32.5093109
Marina Pointe Healthcare and Subacute skilled nursing,"Culver City, Calif.",65,12,"Marina Pointe Healthcare and Subacute skilled nursing, Culver City, Calif.",-118.3964665,34.0211224
St. Mary's nursing home,"Chicago, Ill.",64,12,"St. Mary's nursing home, Chicago, Ill.",-87.6297982,41.8781136
Preferred Care at Old Bridge nursing home,"Old Bridge, N.J.",63,12,"Preferred Care at Old Bridge nursing home, Old Bridge, N.J.",-74.307282,40.4128551
Luling Living Center,"Luling, La.",63,12,"Luling Living Center, Luling, La.",-90.3664694,29.9321498
Complete Care Holiday City,"Toms River, N.J.",63,12,"Complete Care Holiday City, Toms River, N.J.",-74.1979458,39.9537358
Inglewood Health Care Center,"Inglewood, Calif.",63,12,"Inglewood Health Care Center, Inglewood, Calif.",-118.3531311,33.9616801
Otterbein SeniorLife assisted living and skilled nursing,"Franklin, Ind.",62,12,"Otterbein SeniorLife assisted living and skilled nursing, Franklin, Ind.",-86.0549863,39.4806055
Garden Crest Rehabilitation Center,"Los Angeles, Calif.",62,12,"Garden Crest Rehabilitation Center, Los Angeles, Calif.",-118.2436849,34.0522342
PruittHealth nursing home,"Ashburn, Ga.",62,12,"PruittHealth nursing home, Ashburn, Ga.",-83.653224,31.7060134
Riverbend Nursing and Rehab,"Belle Chasse, La.",62,12,"Riverbend Nursing and Rehab, Belle Chasse, La.",-89.99062529999999,29.8549287
Clewiston Nursing & Rehabilitation,"Clewiston, Fla.",60,12,"Clewiston Nursing & Rehabilitation, Clewiston, Fla.",-80.93367529999999,26.7542312
The Grove Post-Acute Care Center,"Sylmar, Calif.",60,12,"The Grove Post-Acute Care Center, Sylmar, Calif.",-118.4571974,34.3058279
The Nathaniel Witherell nursing home,"Greenwich, Conn.",60,12,"The Nathaniel Witherell nursing home, Greenwich, Conn.",-73.6281964,41.0262417
Carroll Lutheran Village assisted living facility,"Westminster, Md.",59,12,"Carroll Lutheran Village assisted living facility, Westminster, Md.",-76.9958149,39.5753791
Elevate Care nursing home,"Riverwoods, Ill.",59,12,"Elevate Care nursing home, Riverwoods, Ill.",-87.897014,42.1675254
Landmark of Baton Rouge nursing home,"Baton Rouge, La.",59,12,"Landmark of Baton Rouge nursing home, Baton Rouge, La.",-91.18714659999999,30.4514677
Montrose Healthcare Center nursing home,"Montrose, Calif.",58,12,"Montrose Healthcare Center nursing home, Montrose, Calif.",-118.224685,34.206551
Cadia Healthcare Nursing and Rehabilitation Center in Wheaton,"Wheaton, Md.",55,12,"Cadia Healthcare Nursing and Rehabilitation Center in Wheaton, Wheaton, Md.",-77.0517746,39.0414899
The Woodleigh nursing home,"Baton Rouge, La.",55,12,"The Woodleigh nursing home, Baton Rouge, La.",-91.18714659999999,30.4514677
Brookfield Healthcare Center,"Downey, Calif.",55,12,"Brookfield Healthcare Center, Downey, Calif.",-118.1331593,33.9401088
The Villa senior living community,"Florham Park, N.J.",54,12,"The Villa senior living community, Florham Park, N.J.",-74.3882072,40.787878
Estates of Hyde Park nursing home,"Chicago, Ill.",52,12,"Estates of Hyde Park nursing home, Chicago, Ill.",-87.6297982,41.8781136
Alden Princeton Rehabilitation and Health Care Center,"Chicago, Ill.",52,12,"Alden Princeton Rehabilitation and Health Care Center, Chicago, Ill.",-87.6297982,41.8781136
Windsor Care Center nursing home,"Vallejo, Calif.",131,11,"Windsor Care Center nursing home, Vallejo, Calif.",-122.2566367,38.1040864
Legacy Transitional Care & Rehabilitation,"Atlanta, Ga.",125,11,"Legacy Transitional Care & Rehabilitation, Atlanta, Ga.",-84.3879824,33.7489954
Midway Neurological and Rehabilitation Center,"Bridgeview, Ill.",124,11,"Midway Neurological and Rehabilitation Center, Bridgeview, Ill.",-87.80422159999999,41.7500323
Ambassador Nursing and Rehabilitation Center,"Chicago, Ill.",114,11,"Ambassador Nursing and Rehabilitation Center, Chicago, Ill.",-87.6297982,41.8781136
Mercerville Center nursing home,"Hamilton, N.J.",113,11,"Mercerville Center nursing home, Hamilton, N.J.",-74.6796651,40.2115109
Mountain City Nursing & Rehabilitation Center,"Hazle Township, Pa.",104,11,"Mountain City Nursing & Rehabilitation Center, Hazle Township, Pa.",-76.02758589999999,40.9568399
Miami Jewish Health nursing home,"Miami, Fla.",100,11,"Miami Jewish Health nursing home, Miami, Fla.",-80.1917902,25.7616798
Venetian Care and Rehabilitation Center,"South Amboy, N.J.",96,11,"Venetian Care and Rehabilitation Center, South Amboy, N.J.",-74.290702,40.4778838
PruittHealth Blythewood nursing home,"Columbia, S.C.",94,11,"PruittHealth Blythewood nursing home, Columbia, S.C.",-81.0348144,34.0007104
River's Edge Nursing and Rehabilitation Center,"Prospect, Ky.",93,11,"River's Edge Nursing and Rehabilitation Center, Prospect, Ky.",-85.615517,38.345068
Alamitos West Health & Rehabilitation,"Los Alamitos, Calif.",93,11,"Alamitos West Health & Rehabilitation, Los Alamitos, Calif.",-118.0718894,33.8032009
Sarah A. Todd Memorial Home,"Carlisle, Pa.",90,11,"Sarah A. Todd Memorial Home, Carlisle, Pa.",-77.20027449999999,40.2010241
PowerBack Rehabilitation,"Moorestown, N.J.",89,11,"PowerBack Rehabilitation, Moorestown, N.J.",-74.948886,39.9688817
Resthaven Living Center,"Bogalusa, La.",89,11,"Resthaven Living Center, Bogalusa, La.",-89.8486858,30.7910204
Huntington Post Acute nursing home,"Los Angeles, Calif.",85,11,"Huntington Post Acute nursing home, Los Angeles, Calif.",-118.2436849,34.0522342
Harmony Village at CareOne assisted living,"Paramus, N.J.",82,11,"Harmony Village at CareOne assisted living, Paramus, N.J.",-74.0754189,40.9445428
Integrity of Anna nursing home,"Anna, Ill.",81,11,"Integrity of Anna nursing home, Anna, Ill.",-89.2470282,37.4603274
ManorCare Health Services nursing home,"Wheaton, Md.",79,11,"ManorCare Health Services nursing home, Wheaton, Md.",-77.0517746,39.0414899
Camden Health and Rehab,"Greensboro, N.C.",79,11,"Camden Health and Rehab, Greensboro, N.C.",-79.7919754,36.0726354
Westgate Hills Rehabilitation & Nursing Center,"Havertown, Pa.",78,11,"Westgate Hills Rehabilitation & Nursing Center, Havertown, Pa.",-75.3149796,39.9763656
Pontchartrain Health Care Center,"Mandeville, La.",78,11,"Pontchartrain Health Care Center, Mandeville, La.",-90.06563109999999,30.35825059999999
Trinity Hill Care Center skilled nursing facility,"Hartford, Conn.",77,11,"Trinity Hill Care Center skilled nursing facility, Hartford, Conn.",-72.6733723,41.7658043
Alaris Health at Boulevard East nursing home,"Guttenberg, N.J.",77,11,"Alaris Health at Boulevard East nursing home, Guttenberg, N.J.",-74.0037505,40.7920454
Peace Care St. Ann's nursing home,"Jersey City, N.J.",77,11,"Peace Care St. Ann's nursing home, Jersey City, N.J.",-74.0431435,40.7177545
Kerr Lake Nursing and Rehabilitation Center,"Henderson, N.C.",76,11,"Kerr Lake Nursing and Rehabilitation Center, Henderson, N.C.",-78.39920099999999,36.3294305
Parkway Health and Rehabilitation Center,"Memphis, Tenn.",74,11,"Parkway Health and Rehabilitation Center, Memphis, Tenn.",-90.0489801,35.1495343
Alden Lincoln Park rehabilitation and health care,"Chicago, Ill.",74,11,"Alden Lincoln Park rehabilitation and health care, Chicago, Ill.",-87.6297982,41.8781136
Parkville Care Center nursing home,"Hartford, Conn.",73,11,"Parkville Care Center nursing home, Hartford, Conn.",-72.6733723,41.7658043
Beachwood Post-Acute and Rehab,"Santa Monica, Calif.",71,11,"Beachwood Post-Acute and Rehab, Santa Monica, Calif.",-118.4911912,34.0194543
Meadow Park Rehabilitation and Healthcare,"Catonsville, Md.",71,11,"Meadow Park Rehabilitation and Healthcare, Catonsville, Md.",-76.73191609999999,39.272050900000004
Calhoun Health Care Center,"Calhoun, Ga.",69,11,"Calhoun Health Care Center, Calhoun, Ga.",-84.9510542,34.502587
CareOne at The Cupola assisted living,"Paramus, N.J.",69,11,"CareOne at The Cupola assisted living, Paramus, N.J.",-74.0754189,40.9445428
Charlestown Senior Living Community,"Catonsville, Md.",68,11,"Charlestown Senior Living Community, Catonsville, Md.",-76.73191609999999,39.272050900000004
Forest Haven Nursing and Rehabilitation Center,"Jonesboro, La.",68,11,"Forest Haven Nursing and Rehabilitation Center, Jonesboro, La.",-92.7159853,32.2412672
Silverado Calabasas Assisted Living,"Calabasas, Calif.",68,11,"Silverado Calabasas Assisted Living, Calabasas, Calif.",-118.6614809,34.1367208
Hackensack Meridian Health Subacute Rehabilitation,"Wall, N.J.",67,11,"Hackensack Meridian Health Subacute Rehabilitation, Wall, N.J.",-74.0679753,40.1606666
Vista Park Health and Rehabilitation,"Douglas, Ga.",65,11,"Vista Park Health and Rehabilitation, Douglas, Ga.",-82.8498654,31.5088073
Legacy Nursing and Rehabilitation,"Plaquemine, La.",64,11,"Legacy Nursing and Rehabilitation, Plaquemine, La.",-91.23427439999999,30.2890833
Harrison Senior Living,"Christiana, Pa.",63,11,"Harrison Senior Living, Christiana, Pa.",-75.9968949,39.95482620000001
Warren Barr Lincoln Park rehabilitation center,"Chicago, Ill.",59,11,"Warren Barr Lincoln Park rehabilitation center, Chicago, Ill.",-87.6297982,41.8781136
Bloomington Rehabilitation and Healthcare Center,"Bloomington, Ill.",59,11,"Bloomington Rehabilitation and Healthcare Center, Bloomington, Ill.",-88.99368729999999,40.4842027
ManorCare Health Services nursing home,"Allentown, Pa.",59,11,"ManorCare Health Services nursing home, Allentown, Pa.",-75.4714098,40.6022939
Rich Square Nursing and Rehabilitation,"Rich Square, N.C.",58,11,"Rich Square Nursing and Rehabilitation, Rich Square, N.C.",-77.2844116,36.274044
Denver North Care Center nursing home,"Denver, Colo.",58,11,"Denver North Care Center nursing home, Denver, Colo.",-104.990251,39.7392358
The Earlwood Center nursing home,"Torrance, Calif.",57,11,"The Earlwood Center nursing home, Torrance, Calif.",-118.3406288,33.8358492
Coweta Manor Nursing Home,"Coweta, Okla.",56,11,"Coweta Manor Nursing Home, Coweta, Okla.",-95.65081400000001,35.9517674
Princeton Care Center nursing home,"Princeton, N.J.",56,11,"Princeton Care Center nursing home, Princeton, N.J.",-74.6672226,40.3572976
Juniper Village at Bucks County senior living,"Bensalem, Pa.",56,11,"Juniper Village at Bucks County senior living, Bensalem, Pa.",-74.93045959999999,40.1186944
Prestige Senior Living Orchard Heights,"Salem, Ore.",55,11,"Prestige Senior Living Orchard Heights, Salem, Ore.",-123.0350963,44.9428975
The Actors Fund Home assisted living facility,"Englewood, N.J.",55,11,"The Actors Fund Home assisted living facility, Englewood, N.J.",-73.9726381,40.8928771
Riverside Health and Rehabilitation Center,"Saint Albans, W.Va.",52,11,"Riverside Health and Rehabilitation Center, Saint Albans, W.Va.",-81.8191658,38.3793695
Amber Court assisted living,"Elizabeth, N.J.",50,11,"Amber Court assisted living, Elizabeth, N.J.",-74.2107006,40.6639916
Park View Rehabilitation Center,"Chicago, Ill.",50,11,"Park View Rehabilitation Center, Chicago, Ill.",-87.6297982,41.8781136
Atrium Post Acute Care senior center,"Livingston, N.J.",165,10,"Atrium Post Acute Care senior center, Livingston, N.J.",-74.3300842,40.7862871
Atrium Health Care Center nursing home,"Chicago, Ill.",102,10,"Atrium Health Care Center nursing home, Chicago, Ill.",-87.6297982,41.8781136
Life Care Center of Elkhorn nursing home,"Omaha, Neb.",99,10,"Life Care Center of Elkhorn nursing home, Omaha, Neb.",-95.9345034,41.2565369
FountainView Care Center rehabilitation and nursing,"Lakewood, N.J.",98,10,"FountainView Care Center rehabilitation and nursing, Lakewood, N.J.",-74.2097014,40.08212899999999
Loch Raven Center nursing home,"Parkville, Md.",97,10,"Loch Raven Center nursing home, Parkville, Md.",-76.5396875,39.3773292
McCoy Memorial Nursing Center,"Bishopville, S.C.",96,10,"McCoy Memorial Nursing Center, Bishopville, S.C.",-80.2484056,34.2182107
Caretel Inns of Brighton assisted living facility,"Brighton, Mich.",94,10,"Caretel Inns of Brighton assisted living facility, Brighton, Mich.",-83.7802214,42.5294773
Holland Christian Home senior community,"North Haledon, N.J.",94,10,"Holland Christian Home senior community, North Haledon, N.J.",-74.1859781,40.9550981
Veranda Rehabilitation and Healthcare,"Harlingen, Texas",92,10,"Veranda Rehabilitation and Healthcare, Harlingen, Texas",-97.69610259999999,26.1906306
Windsor Atrium rehabilitation center,"Harlingen, Texas",89,10,"Windsor Atrium rehabilitation center, Harlingen, Texas",-97.69610259999999,26.1906306
Bergen County Health Care Center,"Rockleigh, N.J.",87,10,"Bergen County Health Care Center, Rockleigh, N.J.",-73.930414,41.0003754
Affinity Nursing & Rehab Center,"Baton Rouge, La.",85,10,"Affinity Nursing & Rehab Center, Baton Rouge, La.",-91.18714659999999,30.4514677
Grace Living Center nursing home,"Norman, Okla.",83,10,"Grace Living Center nursing home, Norman, Okla.",-97.4394777,35.2225668
Adams PARC Post Acute Recovery Center,"Bartlesville, Okla.",81,10,"Adams PARC Post Acute Recovery Center, Bartlesville, Okla.",-95.98081789999999,36.7473114
