facility,location,cases,deaths,address,lon,lat
Manatee Springs Rehabilitation and Nursing Center,"East Bradenton, Fla.",79,12,"Manatee Springs Rehabilitation and Nursing Center, East Bradenton, Fla.",-82.5748194,27.4989278
Fountain Manor Health and Rehabilitation Center,"Miami, Fla.",79,12,"Fountain Manor Health and Rehabilitation Center, Miami, Fla.",-80.1917902,25.7616798
Georgia War Veteran's Home,"Milledgeville, Ga.",79,12,"Georgia War Veteran's Home, Milledgeville, Ga.",-83.2320991,33.0801429
North Arundel Health and Rehabilitation Center,"Glen Burnie, Md.",78,12,"North Arundel Health and Rehabilitation Center, Glen Burnie, Md.",-76.6246886,39.1626084
Rinaldi Convalescent Hospital,"Los Angeles, Calif.",77,12,"Rinaldi Convalescent Hospital, Los Angeles, Calif.",-118.2436849,34.0522342
Natchitoches Nursing and Rehabilitation,"Natchitoches, La.",73,12,"Natchitoches Nursing and Rehabilitation, Natchitoches, La.",-93.08627489999999,31.7607195
Statesman Health & Rehabilitation Center,"Levittown, Pa.",72,12,"Statesman Health & Rehabilitation Center, Levittown, Pa.",-74.8287747,40.1551096
PruittHealth nursing home,"Sylvester, Ga.",71,12,"PruittHealth nursing home, Sylvester, Ga.",-83.8354542,31.5307349
South River Healthcare Center nursing home,"Edgewater, Md.",70,12,"South River Healthcare Center nursing home, Edgewater, Md.",-76.5629398,38.94056399999999
Buckingham Pavilion assisted living,"Chicago, Ill.",70,12,"Buckingham Pavilion assisted living, Chicago, Ill.",-87.6297982,41.8781136
Elevate Care Irving Park skilled nursing,"Chicago, Ill.",70,12,"Elevate Care Irving Park skilled nursing, Chicago, Ill.",-87.6297982,41.8781136
River Palms Nursing and Rehabilitation,"New Orleans, La.",69,12,"River Palms Nursing and Rehabilitation, New Orleans, La.",-90.0715323,29.95106579999999
Elevate Care Northbrook nursing home,"Northbrook, Ill.",67,12,"Elevate Care Northbrook nursing home, Northbrook, Ill.",-87.82895479999999,42.1275267
Crestwood Manor retirement community,"Whiting, N.J.",67,12,"Crestwood Manor retirement community, Whiting, N.J.",-74.378734,39.9543627
Quinnipiac Valley Center nursing home,"Wallingford, Conn.",66,12,"Quinnipiac Valley Center nursing home, Wallingford, Conn.",-72.8230736,41.4570108
St. Mary's nursing home,"Chicago, Ill.",63,12,"St. Mary's nursing home, Chicago, Ill.",-87.6297982,41.8781136
Otterbein SeniorLife assisted living and skilled nursing,"Franklin, Ind.",62,12,"Otterbein SeniorLife assisted living and skilled nursing, Franklin, Ind.",-86.0549863,39.4806055
Monte Vista Healthcare Center,"Duarte, Calif.",62,12,"Monte Vista Healthcare Center, Duarte, Calif.",-117.9772873,34.1394513
Garden Crest Rehabilitation Center,"Los Angeles, Calif.",62,12,"Garden Crest Rehabilitation Center, Los Angeles, Calif.",-118.2436849,34.0522342
Preferred Care at Old Bridge nursing home,"Old Bridge, N.J.",62,12,"Preferred Care at Old Bridge nursing home, Old Bridge, N.J.",-74.307282,40.4128551
The Rehabilitation Center of Santa Monica,"Santa Monica, Calif.",62,12,"The Rehabilitation Center of Santa Monica, Santa Monica, Calif.",-118.4911912,34.0194543
PruittHealth nursing home,"Ashburn, Ga.",61,12,"PruittHealth nursing home, Ashburn, Ga.",-83.653224,31.7060134
House of The Good Shepherd assisted living facility,"Hackettstown, N.J.",61,12,"House of The Good Shepherd assisted living facility, Hackettstown, N.J.",-74.8290555,40.8539879
The Grove Post-Acute Care Center,"Sylmar, Calif.",60,12,"The Grove Post-Acute Care Center, Sylmar, Calif.",-118.4571974,34.3058279
Carroll Lutheran Village assisted living facility,"Westminster, Md.",59,12,"Carroll Lutheran Village assisted living facility, Westminster, Md.",-76.9958149,39.5753791
Elevate Care nursing home,"Riverwoods, Ill.",59,12,"Elevate Care nursing home, Riverwoods, Ill.",-87.897014,42.1675254
Riverbend Nursing and Rehab,"Belle Chasse, La.",59,12,"Riverbend Nursing and Rehab, Belle Chasse, La.",-89.99062529999999,29.8549287
Landmark of Baton Rouge nursing home,"Baton Rouge, La.",58,12,"Landmark of Baton Rouge nursing home, Baton Rouge, La.",-91.18714659999999,30.4514677
Cadia Healthcare Nursing and Rehabilitation Center in Wheaton,"Wheaton, Md.",55,12,"Cadia Healthcare Nursing and Rehabilitation Center in Wheaton, Wheaton, Md.",-77.0517746,39.0414899
Delmar Gardens of Gwinnett nursing home and retirement community,"Lawrenceville, Ga.",54,12,"Delmar Gardens of Gwinnett nursing home and retirement community, Lawrenceville, Ga.",-83.9879625,33.9562149
The Villa senior living community,"Florham Park, N.J.",53,12,"The Villa senior living community, Florham Park, N.J.",-74.3882072,40.787878
The Lakes at Maumelle Health and Rehab,"Maumelle, Ark.",52,12,"The Lakes at Maumelle Health and Rehab, Maumelle, Ark.",-92.4043219,34.8667565
Mid Wilshire Health Care Center skilled nursing,"Los Angeles, Calif.",52,12,"Mid Wilshire Health Care Center skilled nursing, Los Angeles, Calif.",-118.2436849,34.0522342
The Woodleigh nursing home,"Baton Rouge, La.",51,12,"The Woodleigh nursing home, Baton Rouge, La.",-91.18714659999999,30.4514677
Aspen Hills Healthcare Center,"Pemberton, N.J.",153,11,"Aspen Hills Healthcare Center, Pemberton, N.J.",-74.6829363,39.97205779999999
Windsor Care Center nursing home,"Vallejo, Calif.",131,11,"Windsor Care Center nursing home, Vallejo, Calif.",-122.2566367,38.1040864
Legacy Transitional Care & Rehabilitation,"Atlanta, Ga.",124,11,"Legacy Transitional Care & Rehabilitation, Atlanta, Ga.",-84.3879824,33.7489954
Windermere Health and Rehabilitation Center,"Augusta, Ga.",118,11,"Windermere Health and Rehabilitation Center, Augusta, Ga.",-82.0105148,33.4734978
Ambassador Nursing and Rehabilitation Center,"Chicago, Ill.",108,11,"Ambassador Nursing and Rehabilitation Center, Chicago, Ill.",-87.6297982,41.8781136
FutureCare Sandtown senior care,"Baltimore, Md.",105,11,"FutureCare Sandtown senior care, Baltimore, Md.",-76.6121893,39.2903848
Mercerville Center nursing home,"Hamilton, N.J.",103,11,"Mercerville Center nursing home, Hamilton, N.J.",-74.6796651,40.2115109
River's Edge Nursing and Rehabilitation Center,"Prospect, Ky.",93,11,"River's Edge Nursing and Rehabilitation Center, Prospect, Ky.",-85.615517,38.345068
Aperion Care rehabilitation center,"Highwood, Ill.",92,11,"Aperion Care rehabilitation center, Highwood, Ill.",-87.80923349999999,42.1997468
Venetian Care and Rehabilitation Center,"South Amboy, N.J.",92,11,"Venetian Care and Rehabilitation Center, South Amboy, N.J.",-74.290702,40.4778838
Dinuba Healthcare nursing home,"Dinuba, Calif.",91,11,"Dinuba Healthcare nursing home, Dinuba, Calif.",-119.3870656,36.5432837
PowerBack Rehabilitation,"Moorestown, N.J.",87,11,"PowerBack Rehabilitation, Moorestown, N.J.",-74.948886,39.9688817
Alamitos West Health & Rehabilitation,"Los Alamitos, Calif.",87,11,"Alamitos West Health & Rehabilitation, Los Alamitos, Calif.",-118.0718894,33.8032009
Crossview Care Center nursing home,"Pineview, Ga.",83,11,"Crossview Care Center nursing home, Pineview, Ga.",-83.501003,32.1101702
Canton Nursing Center,"Canton, Ga.",81,11,"Canton Nursing Center, Canton, Ga.",-84.4907621,34.2367621
Integrity of Anna nursing home,"Anna, Ill.",81,11,"Integrity of Anna nursing home, Anna, Ill.",-89.2470282,37.4603274
Harmony Village at CareOne assisted living,"Paramus, N.J.",81,11,"Harmony Village at CareOne assisted living, Paramus, N.J.",-74.0754189,40.9445428
Resthaven Living Center,"Bogalusa, La.",80,11,"Resthaven Living Center, Bogalusa, La.",-89.8486858,30.7910204
ManorCare Health Services nursing home,"Wheaton, Md.",79,11,"ManorCare Health Services nursing home, Wheaton, Md.",-77.0517746,39.0414899
Alden Terrace rehabilitation center,"McHenry, Ill.",79,11,"Alden Terrace rehabilitation center, McHenry, Ill.",-88.2667534,42.333355
Westgate Hills Rehabilitation & Nursing Center,"Havertown, Pa.",78,11,"Westgate Hills Rehabilitation & Nursing Center, Havertown, Pa.",-75.3149796,39.9763656
Sarah A. Todd Memorial Home,"Carlisle, Pa.",78,11,"Sarah A. Todd Memorial Home, Carlisle, Pa.",-77.20027449999999,40.2010241
Trinity Hill Care Center skilled nursing facility,"Hartford, Conn.",77,11,"Trinity Hill Care Center skilled nursing facility, Hartford, Conn.",-72.6733723,41.7658043
Alaris Health at Boulevard East nursing home,"Guttenberg, N.J.",77,11,"Alaris Health at Boulevard East nursing home, Guttenberg, N.J.",-74.0037505,40.7920454
Camden Health and Rehab,"Greensboro, N.C.",76,11,"Camden Health and Rehab, Greensboro, N.C.",-79.7919754,36.0726354
Elevate Care skilled nursing facility,"Waukegan, Ill.",74,11,"Elevate Care skilled nursing facility, Waukegan, Ill.",-87.84479379999999,42.3636331
Parkway Health and Rehabilitation Center,"Memphis, Tenn.",74,11,"Parkway Health and Rehabilitation Center, Memphis, Tenn.",-90.0489801,35.1495343
Peace Care St. Ann's nursing home,"Jersey City, N.J.",74,11,"Peace Care St. Ann's nursing home, Jersey City, N.J.",-74.0431435,40.7177545
Parkville Care Center nursing home,"Hartford, Conn.",73,11,"Parkville Care Center nursing home, Hartford, Conn.",-72.6733723,41.7658043
Calhoun Health Care Center,"Calhoun, Ga.",69,11,"Calhoun Health Care Center, Calhoun, Ga.",-84.9510542,34.502587
CareOne at The Cupola assisted living,"Paramus, N.J.",69,11,"CareOne at The Cupola assisted living, Paramus, N.J.",-74.0754189,40.9445428
Charlestown Senior Living Community,"Catonsville, Md.",66,11,"Charlestown Senior Living Community, Catonsville, Md.",-76.73191609999999,39.272050900000004
Forest Haven Nursing and Rehabilitation Center,"Jonesboro, La.",64,11,"Forest Haven Nursing and Rehabilitation Center, Jonesboro, La.",-92.7159853,32.2412672
Harrison Senior Living,"Christiana, Pa.",63,11,"Harrison Senior Living, Christiana, Pa.",-75.9968949,39.95482620000001
Luling Living Center,"Luling, La.",63,11,"Luling Living Center, Luling, La.",-90.3664694,29.9321498
Vista Park Health and Rehabilitation,"Douglas, Ga.",62,11,"Vista Park Health and Rehabilitation, Douglas, Ga.",-82.8498654,31.5088073
Brinton Manor Nursing and Rehabilitation Center,"Glen Mills, Pa.",62,11,"Brinton Manor Nursing and Rehabilitation Center, Glen Mills, Pa.",-75.5103484,39.9016273
Chateau De Notre Dame nursing home,"New Orleans, La.",61,11,"Chateau De Notre Dame nursing home, New Orleans, La.",-90.0715323,29.95106579999999
Clewiston Nursing & Rehabilitation,"Clewiston, Fla.",60,11,"Clewiston Nursing & Rehabilitation, Clewiston, Fla.",-80.93367529999999,26.7542312
The Nathaniel Witherell nursing home,"Greenwich, Conn.",59,11,"The Nathaniel Witherell nursing home, Greenwich, Conn.",-73.6281964,41.0262417
Rich Square Nursing and Rehabilitation,"Rich Square, N.C.",58,11,"Rich Square Nursing and Rehabilitation, Rich Square, N.C.",-77.2844116,36.274044
Ocean Pointe Healthcare Center nursing home,"Los Angeles, Calif.",58,11,"Ocean Pointe Healthcare Center nursing home, Los Angeles, Calif.",-118.2436849,34.0522342
Marina Pointe Healthcare and Subacute skilled nursing,"Culver City, Calif.",58,11,"Marina Pointe Healthcare and Subacute skilled nursing, Culver City, Calif.",-118.3964665,34.0211224
Legacy Nursing and Rehabilitation,"Plaquemine, La.",57,11,"Legacy Nursing and Rehabilitation, Plaquemine, La.",-91.23427439999999,30.2890833
Coweta Manor Nursing Home,"Coweta, Okla.",56,11,"Coweta Manor Nursing Home, Coweta, Okla.",-95.65081400000001,35.9517674
Prestige Senior Living Orchard Heights,"Salem, Ore.",55,11,"Prestige Senior Living Orchard Heights, Salem, Ore.",-123.0350963,44.9428975
The Actors Fund Home assisted living facility,"Englewood, N.J.",55,11,"The Actors Fund Home assisted living facility, Englewood, N.J.",-73.9726381,40.8928771
Alexander “Sandy” Nininger Veterans’ Nursing Home,"Pembroke Pines, Fla.",55,11,"Alexander “Sandy” Nininger Veterans’ Nursing Home, Pembroke Pines, Fla.",-80.2962555,26.007765
Warren Barr Lincoln Park rehabilitation center,"Chicago, Ill.",55,11,"Warren Barr Lincoln Park rehabilitation center, Chicago, Ill.",-87.6297982,41.8781136
Juniper Village at Bucks County senior living,"Bensalem, Pa.",55,11,"Juniper Village at Bucks County senior living, Bensalem, Pa.",-74.93045959999999,40.1186944
Riverside Health and Rehabilitation Center,"Saint Albans, W.Va.",52,11,"Riverside Health and Rehabilitation Center, Saint Albans, W.Va.",-81.8191658,38.3793695
Knollwood military retirement community,"Washington, D.C.",50,11,"Knollwood military retirement community, Washington, D.C.",-77.0368707,38.9071923
Atrium Post Acute Care senior center,"Livingston, N.J.",149,10,"Atrium Post Acute Care senior center, Livingston, N.J.",-74.3300842,40.7862871
Midway Neurological and Rehabilitation Center,"Bridgeview, Ill.",118,10,"Midway Neurological and Rehabilitation Center, Bridgeview, Ill.",-87.80422159999999,41.7500323
Leisure Glen Post Acute Care Center,"Glendale, Calif.",101,10,"Leisure Glen Post Acute Care Center, Glendale, Calif.",-118.255075,34.1425078
Miami Jewish Health nursing home,"Miami, Fla.",100,10,"Miami Jewish Health nursing home, Miami, Fla.",-80.1917902,25.7616798
Life Care Center of Elkhorn nursing home,"Omaha, Neb.",99,10,"Life Care Center of Elkhorn nursing home, Omaha, Neb.",-95.9345034,41.2565369
Atrium Health Care Center nursing home,"Chicago, Ill.",99,10,"Atrium Health Care Center nursing home, Chicago, Ill.",-87.6297982,41.8781136
Loch Raven Center nursing home,"Parkville, Md.",97,10,"Loch Raven Center nursing home, Parkville, Md.",-76.5396875,39.3773292
Harborview Rehabilitation & Care Center,"Doylestown, Pa.",96,10,"Harborview Rehabilitation & Care Center, Doylestown, Pa.",-75.1298939,40.3101063
Veranda Rehabilitation and Healthcare,"Harlingen, Texas",92,10,"Veranda Rehabilitation and Healthcare, Harlingen, Texas",-97.69610259999999,26.1906306
PruittHealth Blythewood nursing home,"Columbia, S.C.",92,10,"PruittHealth Blythewood nursing home, Columbia, S.C.",-81.0348144,34.0007104
Caretel Inns of Brighton assisted living facility,"Brighton, Mich.",92,10,"Caretel Inns of Brighton assisted living facility, Brighton, Mich.",-83.7802214,42.5294773
Windsor Atrium rehabilitation center,"Harlingen, Texas",89,10,"Windsor Atrium rehabilitation center, Harlingen, Texas",-97.69610259999999,26.1906306
ManorCare Health Services Shadyside nursing home,"Pittsburgh, Pa.",87,10,"ManorCare Health Services Shadyside nursing home, Pittsburgh, Pa.",-79.9958864,40.44062479999999
Holland Christian Home senior community,"North Haledon, N.J.",87,10,"Holland Christian Home senior community, North Haledon, N.J.",-74.1859781,40.9550981
Parkside nursing home,"Snellville, Ga.",86,10,"Parkside nursing home, Snellville, Ga.",-84.0199108,33.857328
Affinity Nursing & Rehab Center,"Baton Rouge, La.",85,10,"Affinity Nursing & Rehab Center, Baton Rouge, La.",-91.18714659999999,30.4514677
Grace Living Center nursing home,"Norman, Okla.",83,10,"Grace Living Center nursing home, Norman, Okla.",-97.4394777,35.2225668
Briarwood Health and Rehab Center,"Tucker, Ga.",82,10,"Briarwood Health and Rehab Center, Tucker, Ga.",-84.2171424,33.8545479
Bergen County Health Care Center,"Rockleigh, N.J.",82,10,"Bergen County Health Care Center, Rockleigh, N.J.",-73.930414,41.0003754
Adams PARC Post Acute Recovery Center,"Bartlesville, Okla.",81,10,"Adams PARC Post Acute Recovery Center, Bartlesville, Okla.",-95.98081789999999,36.7473114
Country Villa Pavilion Nursing Center,"Los Angeles, Calif.",78,10,"Country Villa Pavilion Nursing Center, Los Angeles, Calif.",-118.2436849,34.0522342
Fort Myers Rehabilitation and Nursing Center,"Fort Myers, Fla.",75,10,"Fort Myers Rehabilitation and Nursing Center, Fort Myers, Fla.",-81.8723084,26.640628
Charlesgate Nursing Center,"Providence, R.I.",75,10,"Charlesgate Nursing Center, Providence, R.I.",-71.4128343,41.8239891
Pontchartrain Health Care Center,"Mandeville, La.",73,10,"Pontchartrain Health Care Center, Mandeville, La.",-90.06563109999999,30.35825059999999
Brookhaven Center for Rehabilitation and Healthcare,"East Orange, N.J.",72,10,"Brookhaven Center for Rehabilitation and Healthcare, East Orange, N.J.",-74.2048677,40.767323
Alden Lincoln Park rehabilitation and health care,"Chicago, Ill.",72,10,"Alden Lincoln Park rehabilitation and health care, Chicago, Ill.",-87.6297982,41.8781136
PruittHealth nursing home,"Forsyth, Ga.",71,10,"PruittHealth nursing home, Forsyth, Ga.",-83.938242,33.0342974
Juniper Village at Chatham assisted living,"Chatham, N.J.",69,10,"Juniper Village at Chatham assisted living, Chatham, N.J.",-74.3837624,40.740934
Burlington Health and Rehabilitation,"Burlington, Vt.",68,10,"Burlington Health and Rehabilitation, Burlington, Vt.",-73.21207199999999,44.4758825
Silverado Calabasas Assisted Living,"Calabasas, Calif.",68,10,"Silverado Calabasas Assisted Living, Calabasas, Calif.",-118.6614809,34.1367208
Skyview Center nursing home,"Wallingford, Conn.",67,10,"Skyview Center nursing home, Wallingford, Conn.",-72.8230736,41.4570108
Kirkland Village senior living,"Bethlehem, Pa.",66,10,"Kirkland Village senior living, Bethlehem, Pa.",-75.37045789999999,40.6259316
Hackensack Meridian Health Subacute Rehabilitation,"Wall, N.J.",64,10,"Hackensack Meridian Health Subacute Rehabilitation, Wall, N.J.",-74.0679753,40.1606666
Princeton Care Center nursing home,"Princeton, N.J.",62,10,"Princeton Care Center nursing home, Princeton, N.J.",-74.6672226,40.3572976
Christus St. Joseph Home,"Monroe, La.",61,10,"Christus St. Joseph Home, Monroe, La.",-92.1193012,32.5093109
ManorCare Health Services nursing home,"Chevy Chase, Md.",60,10,"ManorCare Health Services nursing home, Chevy Chase, Md.",-77.07886669999999,38.9692771
